,layerClass,depthBegin,depthEnd,Till_perc,Organics_perc,Boulder_perc,Ice_perc,Clay_perc,Gravel/Cobbles_perc,Soil_perc,Sand_perc,Silt_perc,ExIceCont_perc_Mean,GWCWetBase_perc_Mean,Frozen_Mean,Gravel_perc_Mean,Sand_perc_Mean,Fines_perc_Mean,ExIceCont_perc_Std,GWCWetBase_perc_Std,Frozen_Std,Gravel_perc_Std,Sand_perc_Std,Fines_perc_Std,ExIceCont_perc_min,GWCWetBase_perc_min,Frozen_min,Gravel_perc_min,Sand_perc_min,Fines_perc_min,ExIceCont_perc_max,GWCWetBase_perc_max,Frozen_max,Gravel_perc_max,Sand_perc_max,Fines_perc_max,ExIceCont_perc_mode,GWCWetBase_perc_mode,Frozen_mode,Gravel_perc_mode,Sand_perc_mode,Fines_perc_mode
0,0.0,0.0,2.3000000000000003,0.8636363636363636,0.09090909090909091,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.0,28.101363636363633,44.842727272727274,0.8863636363636364,0.9090909090909091,39.54545454545455,49.31818181818182,15.756318154215453,15.442942837136787,0.31736909190383966,3.066076718916373,30.429093842342986,32.918475557927216,0.0,14.47,0.0,0.0,0.0,0.0,52.25,83.32,1.0,15.0,90.0,95.0,32.0540909090909,36.73818181818183,1.6590909090909092,-12.272727272727273,28.63636363636364,52.95454545454547
1,1.0,2.4000000000000004,5.9,0.8604651162790697,0.0,0.0,0.11627906976744186,0.023255813953488372,0.0,0.0,0.0,0.0,24.850697674418598,37.90139534883721,0.9767441860465116,1.9534883720930232,41.04651162790697,56.97674418604651,17.41943853997982,15.142453271390918,0.15071489996297355,7.763820350569126,36.89328008917392,38.15725623460318,0.0,13.24,0.0,0.0,0.0,5.0,60.23,71.7,1.0,50.0,95.0,100.0,14.322093023255796,28.764186046511632,1.9302325581395348,-44.13953488372093,28.139534883720927,65.93023255813952
