,layerClass,depthBegin,depthEnd,Till_perc,Organics_perc,Boulder_perc,Ice_perc,Clay_perc,Gravel/Cobbles_perc,Soil_perc,Sand_perc,Silt_perc,ExIceCont_perc_Mean,GWCWetBase_perc_Mean,Frozen_Mean,Gravel_perc_Mean,Sand_perc_Mean,Fines_perc_Mean,ExIceCont_perc_Std,GWCWetBase_perc_Std,Frozen_Std,Gravel_perc_Std,Sand_perc_Std,Fines_perc_Std,ExIceCont_perc_min,GWCWetBase_perc_min,Frozen_min,Gravel_perc_min,Sand_perc_min,Fines_perc_min,ExIceCont_perc_max,GWCWetBase_perc_max,Frozen_max,Gravel_perc_max,Sand_perc_max,Fines_perc_max,ExIceCont_perc_mode,GWCWetBase_perc_mode,Frozen_mode,Gravel_perc_mode,Sand_perc_mode,Fines_perc_mode
0,0.0,0.0,2.2,0.23529411764705882,0.6470588235294118,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,62.779411764705884,1.0,2.9411764705882355,14.411764705882353,12.058823529411764,0.0,26.715633772929163,0.0,5.161743757289483,22.54944586127382,19.407307866263086,0.0,14.88,1.0,0.0,0.0,0.0,0.0,88.59,1.0,15.0,55.0,55.0,0.0,84.86823529411765,1.0,-6.1764705882352935,-11.764705882352942,-18.82352941176471
1,1.0,2.3000000000000003,3.3000000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.845714285714283,34.4,1.0,7.142857142857143,40.714285714285715,52.142857142857146,15.83920710239793,13.288533187892268,0.0,6.468132241526726,23.51725376164904,26.97315369785601,0.0,11.57,1.0,0.0,15.0,15.0,38.41,53.05,1.0,15.0,75.0,80.0,24.127142857142857,38.57999999999999,1.0,6.428571428571431,32.14285714285714,61.428571428571445
2,2.0,3.4000000000000004,4.9,0.375,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,37.84125,70.20875,1.0,5.0,18.75,76.25,19.131130675877472,32.60738161731941,0.0,10.0,21.614520582238228,29.65952629426168,0.0,11.64,1.0,0.0,5.0,25.0,64.36,98.72,1.0,30.0,65.0,95.0,49.16375000000001,100.26624999999997,1.0,-15.0,-13.75,108.75
